N,geocode.b,geocode.bg,geocode.t,idnum,lon,lat,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,geocode.b1,geocode.b2,geocode.b3,geocode.bg1,geocode.bg2,geocode.bg3,transit.dist.1,transit.dist.2,transit.dist.3,transit.score1,transit.score2,transit.score3,transit.score.std,prc.latino.std,dens.cvap.std,prc.asian.std,prc.AmInd.std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens.poll.std,dens.work.std,popDens.std,final_composite_score,droppoff_score,geometry,cost_adjustment
179,6.07e+13,60670050013,6067005001,2398,-121.4105077,38.48596015,6,67,5001,3000,6.07e+13,Block 3000,G5040,U,77068.0,U,S,57703,0,38.4859324,-121.4105234,6.07e+13,6.07e+13,6.07e+13,60670050013,60670050012,60670050013,0.148193973,0.154213463,0.213454468,1.0,1.0,1.0,0.515861904,0.889240506,0.958860759,0.825949367,0.887820513,0.813291139,0.971518987,0.82278481,0.851265823,0.487341772,0.58021978,0.92721519,0.73956044,0.295929593,0.820074238,0.22513312,0.280766031,POINT (-121.4105077 38.48596015),0.5
197,6.07e+13,60670052022,6067005202,3011,-121.3844399,38.56543523,6,67,5202,2000,6.07e+13,Block 2000,G5040,U,77068.0,U,S,200309,24126,38.5641639,-121.3875574,6.07e+13,6.07e+13,6.07e+13,60670052022,60670052022,60670091051,0.183108594,0.184327151,0.210701474,0.25,1.0,1.0,0.578137219,0.607594937,0.449367089,0.424050633,0.176282051,0.984177215,0.044303797,0.452531646,0.329113924,0.313291139,0.336263736,0.664556962,0.602197802,0.108910891,0.317014446,0.177587564,0.217460982,POINT (-121.3844399 38.56543523),0.75
234,6.07e+13,60670055022,6067005502,3318,-121.4220297,38.60818616,6,67,5502,2002,6.07e+13,Block 2002,G5040,U,77068.0,U,S,48982,0,38.6074831,-121.4224417,6.07e+13,6.07e+13,6.07e+13,60670055022,60670055022,60670055022,0.108893022,0.123799384,0.19395127,1.0,1.0,1.0,0.426643677,0.939873418,0.462025316,0.335443038,0.71474359,0.841772152,0.863924051,0.886075949,0.452531646,0.819620253,0.878021978,0.537974684,0.723076923,0.96259626,0.795595907,0.252625122,0.284903603,POINT (-121.4220297 38.60818616),0.5
243,6.07e+13,60670055082,6067005508,3112,-121.4030933,38.57961594,6,67,5508,2000,6.07e+13,Block 2000,G5040,U,77068.0,U,S,269718,0,38.5797838,-121.405525,6.07e+13,6.07e+13,6.07e+13,60670056061,60670055082,60670056061,0.129063358,0.131331843,0.145675357,1.0,1.0,1.0,0.406070559,0.566455696,0.430379747,0.509493671,0.092948718,0.933544304,0.050632911,0.708860759,0.262658228,0.876582278,0.678021978,0.860759494,0.568131868,0.083608361,0.89255618,0.219214494,0.270860064,POINT (-121.4030933 38.57961594),0.5
272,6.07e+13,60670058042,6067005804,3218,-121.3390052,38.59473686,6,67,5804,2015,6.07e+13,Block 2015,G5040,U,77068.0,U,S,120342,0,38.5858536,-121.3431175,6.07e+13,6.07e+13,6.07e+13,60670077023,60670058042,60670077023,0.328758757,0.343584426,0.351253303,0.25,0.25,0.25,1.023596486,0.009493671,0.158227848,0.449367089,0.448717949,0.003164557,0.170886076,0.794303797,0.503164557,0.506329114,0.173626374,0.009493671,0.862637363,0.311331133,0.449488363,0.13055571,0.13112533,POINT (-121.3390052 38.59473686),1.25
310,6.07e+13,60670065002,6067006500,3532,-121.4317812,38.63686263,6,67,6500,2024,6.07e+13,Block 2024,G5040,U,77068.0,U,S,9907,0,38.6374143,-121.4319807,6.07e+13,6.07e+13,6.07e+13,60670065002,60670065002,60670065002,0.050167091,0.05394149,0.087309601,1.0,1.0,1.0,0.191418181,0.848101266,0.765822785,0.658227848,0.573717949,0.819620253,0.655063291,0.914556962,0.607594937,0.911392405,0.778021978,0.680379747,0.217582418,0.686468647,0.721960273,0.222675198,0.263497983,POINT (-121.4317812 38.63686263),0.5
340,6.07e+13,60670070042,6067007004,3473,-121.4868335,38.62900181,6,67,7004,2022,6.07e+13,Block 2022,G5040,U,77068.0,U,S,14256,0,38.6291944,-121.4861729,6.07e+13,6.07e+13,6.07e+13,60670070042,60670070042,60670070042,0.107753008,0.107451525,0.11986339,1.0,1.0,1.0,0.335067923,0.952531646,0.863924051,0.5,0.737179487,0.96835443,0.759493671,0.594936709,0.297468354,0.544303797,0.826373626,0.806962025,0.89010989,0.465346535,0.711978331,0.237014188,0.28543191,POINT (-121.4868335 38.62900181),0.5
364,6.07e+13,60670070162,6067007016,3578,-121.5331229,38.64282095,6,67,7016,2000,6.07e+13,Block 2000,G5040,U,77068.0,U,S,69784,0,38.641871,-121.5334055,6.07e+13,6.07e+13,6.07e+13,60670070162,60670070162,60670070152,0.048152692,0.117707521,0.629797734,0.75,0.75,0.75,0.12439516,0.629746835,0.658227848,0.879746835,0.067307692,0.417721519,0.708860759,0.363924051,0.03164557,0.142405063,0.583516484,0.525316456,0.937362637,0.629262926,0.332714687,0.149469606,0.180988594,POINT (-121.5331229 38.64282095),1.0
395,6.07e+13,60670071052,6067007105,3812,-121.5061071,38.6719516,6,67,7105,2020,6.07e+13,Block 2020,G5040,U,77068.0,U,S,58640,0,38.6719984,-121.5056137,6.07e+13,6.07e+13,6.07e+13,60670071052,60670071052,60670071052,0.149588671,0.273977251,0.247053506,1.0,0.75,1.0,0.670619428,0.509493671,0.908227848,0.870253165,0.641025641,0.129746835,0.892405063,0.607594937,0.136075949,0.155063291,0.30989011,0.851265823,0.873626374,0.381738174,0.938302568,0.136531506,0.187607456,POINT (-121.5061071 38.6719516),1.25
419,6.07e+13,60670072091,6067007209,3995,-121.4513068,38.69421381,6,67,7209,1007,6.07e+13,Block 1007,G5040,U,77068.0,U,S,20984,0,38.6937057,-121.4515961,6.07e+13,6.07e+13,6.07e+13,60670072092,60670072091,60670072092,0.210960989,0.221040972,0.228781609,1.0,1.0,1.0,0.66078357,0.626582278,0.430379747,0.069620253,0.416666667,0.221518987,0.284810127,0.563291139,0.987341772,0.199367089,0.707692308,0.870253165,0.53956044,0.429042904,0.385433387,0.129019196,0.181234386,POINT (-121.4513068 38.69421381),1.25
472,6.07e+13,60670074293,6067007429,4005,-121.3592395,38.69528054,6,67,7429,3008,6.07e+13,Block 3008,G5040,U,77068.0,U,S,20921,0,38.6955202,-121.3589904,6.07e+13,6.07e+13,6.07e+13,60670074293,60670074293,60670074293,0.072734851,0.093831762,0.105084228,1.0,1.0,1.0,0.271650841,0.768987342,0.506329114,0.661392405,0.455128205,0.908227848,0.67721519,0.689873418,0.512658228,0.686708861,0.745054945,0.96835443,0.321978022,0.628162816,0.76078451,0.202546529,0.260647795,POINT (-121.3592395 38.69528054),0.5
475,6.07e+13,60670074303,6067007430,4175,-121.3688452,38.71676624,6,67,7430,3002,6.07e+13,Block 3002,G5040,U,77068.0,U,S,171394,0,38.7178194,-121.3672556,6.07e+13,6.07e+13,6.07e+13,60670074303,60670074303,60670074303,0.881595808,0.893523527,0.900915864,1.0,1.0,1.0,0.0,0.515822785,0.89556962,0.53164557,0.179487179,0.544303797,0.734177215,0.443037975,0.632911392,0.246835443,0.521978022,0.556962025,0.748351648,0.728272827,0.944823435,0.149901099,0.18331882,POINT (-121.3688452 38.71676624),1.0
487,6.07e+13,60670075034,6067007503,3711,-121.3585798,38.65929871,6,67,7503,4000,6.07e+13,Block 4000,G5040,U,77068.0,U,S,173116,0,38.6578227,-121.3611033,6.07e+13,6.07e+13,6.07e+13,60670075034,60670075034,60670075034,0.347779952,0.369838181,0.410777182,1.0,1.0,1.0,1.128395315,0.21835443,0.496835443,0.493670886,0.647435897,0.639240506,0.452531646,0.702531646,0.813291139,0.629746835,0.672527473,0.424050633,0.369230769,0.411441144,0.31932183,0.153546251,0.178989289,POINT (-121.3585798 38.65929871),1.0
496,6.07e+13,60670076012,6067007601,3714,-121.3309725,38.65960495,6,67,7601,2004,6.07e+13,Block 2004,G5040,U,77068.0,U,S,18200,0,38.6597352,-121.3311548,6.07e+13,6.07e+13,6.07e+13,60670076012,60670076012,60670076012,0.180823968,0.229298966,0.31263966,1.0,1.0,1.0,0.722762594,0.436708861,0.943037975,0.0,0.701923077,0.10443038,0.386075949,0.439873418,0.034810127,0.768987342,0.598901099,0.452531646,0.786813187,0.876787679,0.964937801,0.152208791,0.17936069,POINT (-121.3309725 38.65960495),1.0
502,6.07e+13,60670076023,6067007602,3489,-121.3396548,38.63071824,6,67,7602,3000,6.07e+13,Block 3000,G5040,U,77068.0,U,S,74795,0,38.6305065,-121.3385131,6.07e+13,6.07e+13,6.07e+13,60670076023,60670076023,60670076023,0.609809661,0.616270959,0.623600592,1.0,1.0,1.0,0.0,0.151898734,0.705696203,0.056962025,0.830128205,0.376582278,0.158227848,0.522151899,0.689873418,0.712025316,0.403296703,0.528481013,0.645054945,0.357535754,0.482694623,0.14446279,0.176171651,POINT (-121.3396548 38.63071824),1.0
542,6.07e+13,60670080093,6067008009,3607,-121.2663088,38.64590222,6,67,8009,3005,6.07e+13,Block 3005,G5040,U,77068.0,U,S,176401,0,38.6463084,-121.2678294,6.07e+13,6.07e+13,6.07e+13,60670080093,60670080094,60670080093,0.087798403,0.10576716,0.114611657,1.0,1.0,1.0,0.30817722,0.101265823,0.683544304,0.075949367,0.070512821,0.294303797,0.0,0.310126582,0.265822785,0.481012658,0.702197802,0.240506329,0.757142857,0.200220022,0.924006822,0.116631103,0.131061483,POINT (-121.2663088 38.64590222),1.25
548,6.07e+13,60670081113,6067008111,4012,-121.2947909,38.69598568,6,67,8111,3015,6.07e+13,Block 3015,G5040,U,77068.0,U,S,17296,0,38.6950732,-121.294986,6.07e+13,6.07e+13,6.07e+13,60670081113,60670081113,60670081112,0.176363438,0.190618677,0.218183886,1.0,1.0,1.0,0.585166,0.174050633,0.911392405,0.297468354,0.157051282,0.917721519,0.360759494,0.208860759,0.57278481,0.243670886,0.73956044,0.471518987,0.674725275,0.075907591,0.59961878,0.133141744,0.161432884,POINT (-121.2947909 38.69598568),1.25
557,6.07e+13,60670081194,6067008119,3776,-121.2942881,38.6671999,6,67,8119,4001,6.07e+13,Block 4001,G5040,U,77068.0,U,S,31681,0,38.6665443,-121.2932508,6.07e+13,6.07e+13,6.07e+13,60670081194,60670081194,60670081195,0.106708483,0.116979254,0.194101173,1.0,1.0,1.0,0.417788911,0.348101266,0.844936709,0.018987342,0.230769231,0.667721519,0.183544304,0.42721519,0.876582278,0.493670886,0.716483516,0.367088608,0.57032967,0.550055006,0.444422151,0.150422312,0.172447628,POINT (-121.2942881 38.6671999),1.0
559,6.07e+13,60670081201,6067008120,4015,-121.2671696,38.6962774,6,67,8120,1013,6.07e+13,Block 1013,G5040,U,77068.0,U,S,10422,0,38.6958982,-121.2675319,6.07e+13,6.07e+13,6.07e+13,60670081201,60670081201,60670081201,0.246957316,0.254726382,0.351283734,1.0,1.0,1.0,0.852967432,0.458860759,0.528481013,0.015822785,0.903846154,0.607594937,0.14556962,0.344936709,0.746835443,0.53164557,0.60989011,0.512658228,0.756043956,0.606160616,0.657754815,0.161944916,0.19270441,POINT (-121.2671696 38.6962774),1.0
571,6.07e+13,60670081271,6067008127,4066,-121.3317481,38.70278337,6,67,8127,1014,6.07e+13,Block 1014,G5040,U,77068.0,U,S,40004,0,38.7029022,-121.332386,6.07e+13,6.07e+13,6.07e+13,60670081271,60670081301,60670081301,0.053858019,0.280033695,0.378151531,1.0,1.0,1.0,0.712043246,0.696202532,0.712025316,0.566455696,0.942307692,0.433544304,0.196202532,0.715189873,0.408227848,0.123417722,0.050549451,0.882911392,0.492307692,0.316831683,0.0,0.147639727,0.200614411,POINT (-121.3317481 38.70278337),1.0
620,6.07e+13,60670082041,6067008204,3842,-121.2299826,38.67506702,6,67,8204,1013,6.07e+13,Block 1013,G5040,U,77068.0,U,S,32366,0,38.6748375,-121.2286219,6.07e+13,6.07e+13,6.07e+13,60670082041,60670082041,60670082041,0.225207134,0.247154971,0.309232091,0.25,0.25,1.0,0.781594196,0.164556962,0.610759494,0.094936709,0.522435897,0.363924051,0.113924051,0.227848101,0.734177215,0.651898734,0.33956044,0.164556962,0.924175824,0.752475248,0.468047753,0.13994422,0.149817638,POINT (-121.2299826 38.67506702),1.0
660,6.07e+13,60670084042,6067008404,3848,-121.1747551,38.67561465,6,67,8404,2029,6.07e+13,Block 2029,G5040,U,77068.0,U,S,7936,0,38.6755644,-121.175355,6.07e+13,6.07e+13,6.07e+13,60670084042,60670084042,60670084042,0.057077919,0.1683214,0.315697245,1.0,1.0,1.0,0.541096565,0.408227848,0.265822785,0.487341772,0.708333333,0.591772152,0.088607595,0.550632911,0.098101266,0.667721519,0.393406593,0.667721519,0.502197802,0.770077008,0.623645666,0.163233134,0.203296425,POINT (-121.1747551 38.67561465),0.75
678,6.07e+13,60670085062,6067008506,3852,-121.1379363,38.67596576,6,67,8506,2001,6.07e+13,Block 2001,G5040,U,77068.0,U,S,413423,0,38.6728757,-121.1426985,6.07e+13,6.07e+13,6.07e+13,60670084023,60670085013,60670085013,0.054792945,0.115849361,0.240802059,0.25,0.25,1.0,0.411444365,0.050632911,0.085443038,0.905063291,0.669871795,0.212025316,0.389240506,0.189873418,0.079113924,0.863924051,0.030769231,0.971518987,0.048351648,0.907590759,0.450943018,0.081888441,0.14017958,POINT (-121.1379363 38.67596576),2.0
709,6.07e+13,60670086003,6067008600,2491,-121.0984508,38.49639394,6,67,8600,3012,6.07e+13,Block 3012,G5040,U,73342.0,C,S,6691542,0,38.5041081,-121.0770492,6.07e+13,6.07e+13,6.07e+13,60670086001,60670086001,60670086002,7.231609706,7.249186952,7.686189628,1.0,0.75,0.75,0.0,0.098101266,0.96835443,0.107594937,0.788461538,0.063291139,0.414556962,0.778481013,0.259493671,0.183544304,0.232967033,0.047468354,0.964835165,0.445544554,0.255969101,0.125295173,0.128143274,POINT (-121.0984508 38.49639394),1.25
724,6.07e+13,60670087051,6067008705,2870,-121.2370253,38.54543849,6,67,8705,1023,6.07e+13,Block 1023,G5040,U,77068.0,U,S,81729,0,38.5466506,-121.2369038,6.07e+13,6.07e+13,6.07e+13,60670087051,60670087051,60670087051,0.117103945,0.197613685,0.437848047,0.75,1.0,0.75,0.752565677,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.320879121,0.379746835,0.997802198,0.922992299,0.541081461,0.103728891,0.126513701,POINT (-121.2370253 38.54543849),2.0
736,6.07e+13,60670089051,6067008905,3277,-121.2931582,38.60243264,6,67,8905,1011,6.07e+13,Block 1011,G5040,U,77068.0,U,S,20103,0,38.6016701,-121.2939339,6.07e+13,6.07e+13,6.07e+13,60670089051,60670089051,60670089051,0.32689877,0.318027446,0.384165772,1.0,1.0,1.0,1.029091988,0.439873418,0.642405063,0.110759494,0.567307692,0.617088608,0.528481013,0.32278481,0.708860759,0.433544304,0.856043956,0.816455696,0.698901099,0.083608361,0.46288122,0.150731534,0.199718876,POINT (-121.2931582 38.60243264),1.0
757,6.07e+13,60670090061,6067009006,3122,-121.3111675,38.58064611,6,67,9006,1016,6.07e+13,Block 1016,G5040,U,77068.0,U,S,163748,0,38.5786213,-121.3119698,6.07e+13,6.07e+13,6.07e+13,60670090081,60670090061,60670090061,0.222521013,0.230348772,0.232572087,1.0,1.0,1.0,0.685441872,0.563291139,0.601265823,0.452531646,0.884615385,0.582278481,0.841772152,0.579113924,0.889240506,0.642405063,0.063736264,0.566455696,0.391208791,0.95049505,0.26850923,0.165497844,0.199485186,POINT (-121.3111675 38.58064611),0.75
786,6.07e+13,60670091083,6067009108,2910,-121.3474155,38.55145765,6,67,9108,3003,6.07e+13,Block 3003,G5040,U,77068.0,U,S,47881,0,38.552035,-121.3470853,6.07e+13,6.07e+13,6.07e+13,60670091083,60670091083,60670091083,0.29627984,0.349749371,0.367974043,1.0,1.0,1.0,1.014003254,0.39556962,0.382911392,0.325949367,0.08974359,0.357594937,0.518987342,0.297468354,0.575949367,0.363924051,0.468131868,0.180379747,0.545054945,0.424642464,0.588282504,0.117576714,0.128399499,POINT (-121.3474155 38.55145765),1.25
810,6.07e+13,60670093083,6067009308,1851,-121.372455,38.41442284,6,67,9308,3005,6.07e+13,Block 3005,G5040,U,77068.0,U,S,230545,0,38.4120781,-121.373864,6.07e+13,6.07e+13,6.07e+13,60670093071,60670093083,60670093083,3.414190151,3.427809561,3.550774137,1.0,1.0,1.0,0.0,0.610759494,0.879746835,0.262658228,0.705128205,0.490506329,0.082278481,0.313291139,0.958860759,0.658227848,0.549450549,0.370253165,0.715384615,0.944994499,0.334570626,0.167290166,0.189505355,POINT (-121.372455 38.41442284),0.75
825,6.07e+13,60670093122,6067009312,2180,-121.3548973,38.45780581,6,67,9312,2007,6.07e+13,Block 2007,G5040,U,77068.0,U,S,118709,0,38.459266,-121.3564175,6.07e+13,6.07e+13,6.07e+13,60670093123,60670093122,60670093122,2.056346215,2.082523188,2.183428591,1.0,1.0,1.0,0.0,0.522151899,0.825949367,0.958860759,0.298076923,0.370253165,0.825949367,0.287974684,0.205696203,0.367088608,0.105494505,0.351265823,0.950549451,0.750275028,0.578200241,0.149881068,0.170957018,POINT (-121.3548973 38.45780581),1.0
832,6.07e+13,60670093171,6067009317,2177,-121.3824295,38.45749414,6,67,9317,1016,6.07e+13,Block 1016,G5040,U,77068.0,U,S,136476,0,38.4553816,-121.3804649,6.07e+13,6.07e+13,6.07e+13,60670093171,60670093212,60670093173,0.891041163,0.933463064,1.149410575,1.0,1.0,1.0,0.0,0.661392405,0.803797468,0.844936709,0.317307692,0.629746835,0.623417722,0.401898734,0.420886076,0.28164557,0.557142857,0.458860759,0.816483516,0.301430143,0.320024077,0.167470024,0.195001669,POINT (-121.3824295 38.45749414),0.75
842,6.07e+13,60670093201,6067009320,2174,-121.4099615,38.45717621,6,67,9320,1005,6.07e+13,Block 1005,G5040,U,77068.0,U,S,15464,0,38.456747,-121.4099566,6.07e+13,6.07e+13,6.07e+13,60670093201,60670096081,60670093222,0.214635815,0.254139525,0.320404251,1.0,1.0,1.0,0.789179591,0.753164557,0.417721519,0.965189873,0.03525641,0.553797468,0.89556962,0.642405063,0.363924051,0.680379747,0.187912088,0.594936709,0.194505495,0.763476348,0.0,0.16945514,0.205151342,POINT (-121.4099615 38.45717621),0.75
866,6.07e+13,60670093301,6067009330,2292,-121.3184425,38.47260377,6,67,9330,1017,6.07e+13,Block 1017,G5040,U,77068.0,U,S,42111,0,38.473255,-121.3191698,6.07e+13,6.07e+13,6.07e+13,60670093301,60670093301,60670093301,3.887197733,3.891044872,3.895597423,1.0,1.0,1.0,0.0,0.373417722,0.344936709,0.936708861,0.272435897,0.284810127,0.591772152,0.117088608,0.401898734,0.028481013,0.385714286,0.39556962,0.986813187,0.380638064,0.829353933,0.107436639,0.131170817,POINT (-121.3184425 38.47260377),2.0
869,6.07e+13,60670093313,6067009331,1854,-121.3449386,38.41473223,6,67,9331,3023,6.07e+13,Block 3023,G5040,U,77068.0,U,S,31935,0,38.4150796,-121.3451859,6.07e+13,6.07e+13,6.07e+13,60670093313,60670093311,60670093313,4.474561813,4.515853847,4.360071378,1.0,1.0,1.0,0.0,0.268987342,0.952531646,0.901898734,0.403846154,0.367088608,0.446202532,0.155063291,0.183544304,0.170886076,0.318681319,0.547468354,0.942857143,0.413641364,0.893208266,0.114292948,0.147141049,POINT (-121.3449386 38.41473223),1.25
872,6.07e+13,60670094031,6067009403,1753,-121.262144,38.4012307,6,67,9403,1005,6.07e+13,Block 1005,G5040,R,,,S,472586,0,38.3992855,-121.2648783,6.07e+13,6.07e+13,6.07e+13,60670094031,60670094031,60670094031,8.755279373,9.294838552,9.632472727,1.0,0.75,0.75,0.0,0.655063291,0.056962025,0.306962025,0.358974359,0.474683544,0.547468354,0.10443038,0.348101266,0.202531646,0.079120879,0.126582278,0.797802198,0.731573157,0.251404494,0.134070664,0.1416656,POINT (-121.262144 38.40123070000001),1.25
887,6.07e+13,60670095032,6067009503,590,-121.2963183,38.25692307,6,67,9503,2010,6.07e+13,Block 2010,G5040,U,32451.0,C,S,170615,0,38.256788,-121.2980684,6.07e+13,6.07e+13,6.07e+13,60670095032,60670094081,60670094081,15.02299891,15.02705079,14.9060309,1.0,1.0,1.0,0.0,0.987341772,0.132911392,0.259493671,0.201923077,0.89556962,0.797468354,0.613924051,0.892405063,0.708860759,0.764835165,0.829113924,0.097802198,0.083608361,0.278591493,0.198209904,0.247956739,POINT (-121.2963183 38.25692307),0.5
918,6.07e+13,60670096151,6067009615,2012,-121.437076,38.43526423,6,67,9615,1000,6.07e+13,Block 1000,G5040,U,77068.0,U,S,45228,0,38.4352517,-121.4370509,6.07e+13,6.07e+13,6.07e+13,60670096151,60670096151,60670096141,1.30581696,1.327436831,1.430364137,1.0,1.0,1.0,0.0,0.686708861,0.971518987,0.664556962,0.060897436,0.452531646,0.556962025,0.205696203,0.39556962,0.275316456,0.293406593,0.310126582,0.463736264,0.04070407,0.302166934,0.125039366,0.143646961,POINT (-121.437076 38.43526423),1.25
