N,ID,New Point?,lon,lat,transit_dist_1,transit_dist_2,transit_dist_3,transit_score1,transit_score2,transit_score3,transit_score_std,prc.latino.std,dens.cvap.std,prc_asian_std,prc_AmInd_std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens_poll_std,dens.work.std,popDens.std,center_score,dropoff_score,dens_poll_std_0_3,wtd_center_score
1267,2680,,-121.4089199,38.52450394,0.031849707,0.076458045,0.065467729,1.0,1.0,1.0,0.173775481,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.0,0.475949615,0.457765897,0.3,0.142784885
1268,2625,,-121.4087827,38.5172719,0.054588243,0.116724305,0.130084193,1.0,1.0,1.0,0.301396741,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.0,0.48658472,0.470528023,0.3,0.145975416
1270,2567,,-121.4086455,38.51003988,0.056964491,0.071898933,0.210160964,1.0,1.0,1.0,0.339024387,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.229885634,0.505446993,0.494277662,0.3,0.151634098
1271,2568,,-121.3994158,38.51014698,0.51845381,0.554837496,0.556982926,1.0,1.0,1.0,0.0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.0,0.459960057,0.439068614,0.3,0.137988017
1273,2570,,-121.3809562,38.51035909,1.18380828,1.179243028,1.259766685,1.0,1.0,1.0,0.0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.229885634,0.475981866,0.459313766,0.3,0.14279456
1274,2569,,-121.390186,38.51025339,1.045043592,1.052963685,1.072199409,1.0,1.0,1.0,0.0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.229885634,0.475981866,0.459313766,0.3,0.14279456
1275,2512,,-121.3808217,38.50312704,1.638724726,1.650613175,1.69283843,1.0,1.0,1.0,0.0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.240971108,0.478377927,0.461710551,0.3,0.143513378
1277,2509,,-121.4085084,38.50280786,0.548839056,0.555216058,0.438463271,1.0,1.0,1.0,0.219231635,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.257223114,0.497889974,0.485161274,0.3,0.149366992
1279,2511,,-121.3900506,38.50302135,1.156972493,1.187673373,1.237277689,1.0,1.0,1.0,0.0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.035228988,0.99559956,0.271368379,0.4824409,0.466088912,0.3,0.14473227
1312,1686,,-121.3788083,38.39464746,4.520276257,4.519086469,4.386471267,1.0,1.0,1.0,0.0,0.534810127,0.151898734,0.674050633,0.695512821,0.196202532,0.376582278,0.186708861,0.816455696,0.158227848,0.450549451,0.155063291,0.280322094,0.589658966,0.0,0.282877217,0.290416148,0.3,0.084863165
1336,1906,,-121.3609065,38.42378419,3.497915337,3.540464574,3.299339989,1.0,1.0,1.0,0.0,0.287974684,0.819620253,0.92721519,0.467948718,0.734177215,0.860759494,0.490506329,0.67721519,0.091772152,0.037362637,0.765822785,0.230498239,0.452145215,0.273123997,0.425275797,0.414201495,0.3,0.127582739
1338,1905,,-121.3701256,38.42368002,2.963508368,2.986614206,3.308817507,1.0,1.0,1.0,0.0,0.287974684,0.819620253,0.92721519,0.467948718,0.734177215,0.860759494,0.490506329,0.67721519,0.091772152,0.037362637,0.765822785,0.230498239,0.452145215,0.236556982,0.426692156,0.414450453,0.3,0.128007647
1349,2279,,-121.3987349,38.47398695,0.041872999,0.045331143,0.127531203,1.0,1.0,1.0,0.214735346,0.449367089,0.544303797,0.987341772,0.493589744,0.458860759,0.996835443,0.598101266,0.743670886,0.455696203,0.149450549,0.89556962,0.105183694,0.141914191,0.461426565,0.507893232,0.504576778,0.3,0.152367969
1350,2169,,-121.4076862,38.45941597,0.095551129,0.120429729,0.15097797,1.0,1.0,1.0,0.366958828,0.753164557,0.417721519,0.965189873,0.03525641,0.553797468,0.89556962,0.642405063,0.363924051,0.680379747,0.187912088,0.594936709,0.232008052,0.763476348,0.556982343,0.524425801,0.516899298,0.3,0.15732774
1396,2125,,-121.3337678,38.45302051,3.243974589,3.26874931,3.355941793,1.0,1.0,1.0,0.0,0.180379747,0.674050633,0.838607595,0.801282051,0.344936709,0.575949367,0.898734177,0.094936709,0.075949367,0.121978022,0.297468354,0.492702567,0.234323432,0.258727929,0.287004195,0.276510659,0.492702567,0.141407703
1403,1743,,-121.3512931,38.40219179,4.762152147,4.7829198,5.069994139,1.0,1.0,1.0,0.0,0.474683544,0.651898734,0.882911392,0.352564103,0.32278481,0.835443038,0.139240506,0.050632911,0.094936709,0.235164835,0.53164557,0.264720684,0.363036304,0.433537319,0.32565408,0.321517919,0.3,0.097696224
1406,2176,,-121.3431213,38.46015043,2.616773398,2.637457384,2.701702673,1.0,1.0,1.0,0.0,0.575949367,0.034810127,0.946202532,0.551282051,0.547468354,0.737341772,0.477848101,0.256329114,0.215189873,0.086813187,0.401898734,0.120281832,0.818481848,0.271368379,0.340996232,0.330797929,0.3,0.10229887
1407,2123,,-121.3522133,38.45281561,2.335083159,2.365001535,2.488089433,1.0,1.0,1.0,0.0,0.575949367,0.034810127,0.946202532,0.551282051,0.547468354,0.737341772,0.477848101,0.256329114,0.215189873,0.086813187,0.401898734,0.120281832,0.818481848,0.277788925,0.358122231,0.345957067,0.3,0.107436669
1409,2175,,-121.3523449,38.46004762,2.135827446,2.158719831,2.238962596,1.0,1.0,1.0,0.0,0.575949367,0.034810127,0.946202532,0.551282051,0.547468354,0.737341772,0.477848101,0.256329114,0.215189873,0.108791209,0.401898734,0.208354303,0.168316832,0.661366372,0.335125464,0.336818691,0.3,0.100537639
1419,1909,,-121.333249,38.42409248,4.369497046,4.407162435,4.580240077,1.0,1.0,1.0,0.0,0.344936709,0.015822785,0.955696203,0.541666667,0.493670886,0.746835443,0.376582278,0.170886076,0.028481013,0.168131868,0.110759494,0.455963764,0.581958196,0.271368379,0.256768995,0.260277215,0.455963764,0.117077357
1421,1908,,-121.3424682,38.42399042,4.038257797,4.077712133,4.2653396,1.0,1.0,1.0,0.0,0.344936709,0.015822785,0.955696203,0.541666667,0.493670886,0.746835443,0.376582278,0.170886076,0.028481013,0.168131868,0.110759494,0.455963764,0.581958196,0.243529294,0.255863747,0.258731149,0.455963764,0.116664597
1581,881,,-121.2388872,38.29489814,14.56284475,15.96442561,14.60384157,1.0,1.0,1.0,0.0,0.490506329,0.094936709,0.126582278,0.762820513,0.28164557,0.25,0.069620253,0.237341772,0.056962025,0.192307692,0.278481013,0.379969804,0.403740374,0.240971108,0.20239679,0.199129822,0.379969804,0.076904669
1605,600,,-121.2934789,38.25815909,15.0057854,15.01060849,14.89846455,1.0,1.0,1.0,0.0,0.860759494,0.022151899,0.420886076,0.320512821,0.598101266,0.477848101,0.958860759,0.465189873,0.167721519,0.021978022,0.522151899,0.348263714,0.316831683,0.0,0.339272511,0.317560215,0.348263714,0.118156305
1617,935,,-121.3310485,38.30114982,11.48192438,11.48293716,11.33355588,1.0,1.0,1.0,0.0,1.0,0.047468354,0.670886076,0.528846154,0.794303797,0.974683544,0.803797468,0.525316456,0.344936709,0.036263736,0.268987342,0.244086563,0.184818482,0.0,0.378078032,0.36962347,0.3,0.11342341
1676,1902,,-121.3977827,38.4233633,2.15116054,2.327702819,2.338433043,1.0,1.0,1.0,0.0,0.613924051,0.21835443,0.683544304,0.756410256,0.348101266,0.620253165,0.253164557,0.199367089,0.613924051,0.497802198,0.436708861,0.257171616,0.886688669,0.0,0.366375728,0.351709903,0.3,0.109912718
1677,1847,,-121.3976468,38.41613138,2.598379488,2.821269596,2.833912749,1.0,1.0,1.0,0.0,0.613924051,0.21835443,0.683544304,0.756410256,0.348101266,0.620253165,0.253164557,0.199367089,0.613924051,0.497802198,0.436708861,0.257171616,0.886688669,0.511587079,0.422974767,0.415089545,0.3,0.12689243
1681,1845,,-121.416083,38.41591674,2.37376952,2.584110351,2.610236146,1.0,1.0,1.0,0.0,0.664556962,0.670886076,0.71835443,0.657051282,0.512658228,0.579113924,0.215189873,0.196202532,0.310126582,0.456043956,0.259493671,0.408656266,0.0440044,0.911266051,0.383429164,0.390826926,0.408656266,0.15669073
1688,1954,,-121.4347981,38.43016303,1.599704012,1.62104676,1.734079814,1.0,1.0,1.0,0.0,0.686708861,0.971518987,0.664556962,0.060897436,0.452531646,0.556962025,0.205696203,0.39556962,0.275316456,0.284615385,0.310126582,0.367388022,0.787678768,0.504614767,0.430878837,0.420961212,0.367388022,0.158299724
1695,1897,,-121.4438775,38.42282136,2.242065562,2.263685169,2.366033473,1.0,1.0,1.0,0.0,0.170886076,0.357594937,0.708860759,0.217948718,0.515822785,0.379746835,0.806962025,0.325949367,0.357594937,0.292307692,0.037974684,0.31857071,0.697469747,0.820074238,0.384987323,0.385707954,0.31857071,0.122645685
1714,1838,,-121.4806088,38.41514334,3.717959906,3.744325307,3.737637158,1.0,1.0,1.0,0.0,0.32278481,0.917721519,0.778481013,0.243589744,0.278481013,0.208860759,0.009493671,0.110759494,0.256329114,0.414285714,0.129746835,0.211877202,0.579757976,0.950290931,0.337734158,0.339779525,0.3,0.101320247
1720,1841,,-121.452955,38.41547901,2.914542484,2.93609319,3.031351277,1.0,1.0,1.0,0.0,0.32278481,0.917721519,0.778481013,0.243589744,0.278481013,0.208860759,0.009493671,0.110759494,0.256329114,0.31978022,0.129746835,0.236034222,0.168316832,0.254815409,0.247412927,0.239353128,0.3,0.074223878
1724,1734,,-121.4342402,38.40123557,3.502167687,3.568777589,3.589367183,1.0,1.0,1.0,0.0,0.357594937,0.892405063,0.971518987,0.519230769,0.487341772,0.78164557,0.224683544,0.085443038,0.294303797,0.216483516,0.325949367,0.368897836,0.01320132,0.786567014,0.385933533,0.384946137,0.368897836,0.142370045
1728,1681,,-121.4248854,38.39411277,3.898870198,4.044342348,4.063832802,1.0,1.0,1.0,0.0,0.357594937,0.892405063,0.971518987,0.519230769,0.487341772,0.78164557,0.224683544,0.085443038,0.294303797,0.223076923,0.325949367,0.367891293,0.330033003,0.374147271,0.352348259,0.344567893,0.367891293,0.129625857
1739,1569,,-121.4614625,38.37920876,5.398748446,5.420321632,5.526406992,1.0,1.0,1.0,0.0,0.341772152,0.715189873,0.933544304,0.532051282,0.53164557,0.5,0.243670886,0.167721519,0.098101266,0.006593407,0.319620253,0.035228988,0.488448845,0.0,0.256353737,0.239242838,0.3,0.076906121
1740,1570,,-121.452249,38.37931989,5.241505671,5.262867234,5.246167437,1.0,1.0,1.0,0.0,0.341772152,0.715189873,0.933544304,0.532051282,0.53164557,0.5,0.243670886,0.167721519,0.098101266,0.006593407,0.319620253,0.035228988,0.488448845,0.260232745,0.284814408,0.271193896,0.3,0.085444322
1741,1733,,-121.4434564,38.40112581,3.662052564,3.683344169,3.668013094,1.0,1.0,1.0,0.0,0.487341772,0.92721519,0.924050633,0.166666667,0.03164557,0.667721519,0.851265823,0.044303797,0.196202532,0.064835165,0.544303797,0.234524409,0.214521452,0.79399077,0.407419142,0.393365806,0.3,0.122225743
1745,1788,,-121.4343796,38.40846742,3.072625469,3.023220327,3.093339566,1.0,1.0,1.0,0.0,0.487341772,0.92721519,0.924050633,0.166666667,0.03164557,0.667721519,0.851265823,0.044303797,0.196202532,0.226373626,0.544303797,0.376950176,0.574257426,0.649026886,0.410021518,0.39609178,0.376950176,0.154557683
1746,1787,,-121.4435967,38.40835765,3.180480957,3.201904665,3.312877559,1.0,1.0,1.0,0.0,0.487341772,0.92721519,0.924050633,0.166666667,0.03164557,0.667721519,0.851265823,0.044303797,0.196202532,0.226373626,0.544303797,0.376950176,0.574257426,0.447933387,0.404789921,0.38606785,0.376950176,0.152585632
1798,1515,,-121.4521079,38.37208809,5.724584154,5.745860632,5.714011576,1.0,1.0,1.0,0.0,0.496835443,0.924050633,0.740506329,0.512820513,0.911392405,0.398734177,0.170886076,0.291139241,0.471518987,0.003296703,1.0,0.0437846,0.242024202,0.243529294,0.392527937,0.358414221,0.3,0.117758381
1808,1957,,-121.4071386,38.43048823,1.481860988,1.6859712,1.71920733,1.0,1.0,1.0,0.0,0.477848101,0.32278481,0.939873418,0.474358974,0.287974684,0.787974684,0.528481013,0.341772152,0.648734177,0.067032967,0.693037975,0.152994464,0.927392739,0.278591493,0.44371175,0.420986608,0.3,0.133113525
1810,2013,,-121.4072754,38.43772015,1.035846177,1.291711567,1.228693359,1.0,1.0,1.0,0.0,0.477848101,0.32278481,0.939873418,0.474358974,0.287974684,0.787974684,0.528481013,0.341772152,0.648734177,0.534065934,0.693037975,0.181177655,0.584158416,0.473414928,0.450674578,0.44500436,0.3,0.135202373
1811,2012,,-121.4164962,38.43761244,0.874166218,1.085071952,1.112524073,1.0,1.0,1.0,0.0,0.477848101,0.32278481,0.939873418,0.474358974,0.287974684,0.787974684,0.528481013,0.341772152,0.648734177,0.534065934,0.693037975,0.181177655,0.584158416,0.0,0.403106041,0.390560236,0.3,0.120931812
1876,1159,,-121.5709531,38.32719892,10.55050625,10.55863032,10.62280451,0.5,0.5,0.5,0.0,0.943037975,0.313291139,0.202531646,0.483974359,0.462025316,0.778481013,0.360759494,0.879746835,0.113924051,0.007692308,0.85443038,0.063412179,0.740374037,0.243529294,0.443646818,0.431004905,0.3,0.133094045
1877,1221,,-121.5618979,38.33455003,9.963387478,9.970517796,10.04529378,0.5,0.5,0.5,0.0,0.943037975,0.313291139,0.202531646,0.483974359,0.462025316,0.778481013,0.360759494,0.879746835,0.113924051,0.007692308,0.85443038,0.063412179,0.740374037,0.243529294,0.443646818,0.431004905,0.3,0.133094045
1892,495,,-121.5139471,38.24112572,15.35974001,15.38124315,15.37357564,1.0,1.0,1.0,0.0,0.943037975,0.313291139,0.202531646,0.483974359,0.462025316,0.778481013,0.360759494,0.879746835,0.113924051,0.007692308,0.85443038,0.063412179,0.740374037,0.325943018,0.504470323,0.486457511,0.3,0.151341097
1954,1508,,-121.5165953,38.37129547,7.351364051,7.351680129,7.396943971,0.5,0.5,0.5,0.0,0.943037975,0.313291139,0.202531646,0.483974359,0.462025316,0.778481013,0.360759494,0.879746835,0.113924051,0.001098901,0.85443038,0.01610468,0.558855886,0.277788925,0.434030663,0.423340063,0.3,0.130209199
1963,1453,,-121.5164479,38.36406376,7.849241496,7.849380043,7.89714932,0.5,0.5,0.5,0.0,0.943037975,0.313291139,0.202531646,0.483974359,0.462025316,0.778481013,0.360759494,0.879746835,0.113924051,0.001098901,0.85443038,0.01610468,0.558855886,0.229885634,0.425521116,0.414596829,0.3,0.127656335
1983,3959,,-121.1437562,38.6936712,0.764182457,1.236906576,1.277675713,1.0,0.25,0.25,0.0,0.651898734,0.987341772,0.180379747,0.685897436,0.670886076,0.075949367,0.71835443,0.037974684,0.370253165,0.107692308,0.028481013,0.058379467,0.948294829,0.641753612,0.390359304,0.364650651,0.3,0.117107791
1984,3958,,-121.1530091,38.69358358,0.279809328,0.990439292,1.011939456,1.0,1.0,1.0,0.139904664,0.651898734,0.987341772,0.180379747,0.685897436,0.670886076,0.075949367,0.71835443,0.037974684,0.370253165,0.107692308,0.028481013,0.058379467,0.948294829,0.641753612,0.402018026,0.378641117,0.3,0.120605408
1987,3899,,-121.1621486,38.6862627,0.320743757,0.343435133,0.406279013,1.0,1.0,1.0,1.070457903,0.651898734,0.987341772,0.180379747,0.685897436,0.670886076,0.075949367,0.71835443,0.037974684,0.370253165,0.107692308,0.028481013,0.058379467,0.948294829,0.0,0.425861481,0.407325797,0.3,0.127758444
1988,3957,,-121.1622621,38.69349527,0.267909594,0.817166837,0.83950615,1.0,1.0,1.0,0.133954797,0.651898734,0.987341772,0.180379747,0.685897436,0.670886076,0.075949367,0.71835443,0.037974684,0.370253165,0.107692308,0.028481013,0.058379467,0.948294829,0.0,0.347819556,0.313675486,0.3,0.104345867
