N,ID,New Point?,lon,lat,transit_dist_1,transit_dist_2,transit_dist_3,transit_score1,transit_score2,transit_score3,transit_score_std,prc.latino.std,dens.cvap.std,prc_asian_std,prc_AmInd_std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens_poll_std,dens.work.std,popDens.std,center_score,dropoff_score,dens_poll_std_0_3,wtd_center_score
81,2622,,-121.4364745,38.51694632,0.115959357,0.144783949,0.210438548,1.0,1.0,1.0,0.471181853,0.803797468,0.525316456,0.819620253,0.108974359,0.924050633,0.939873418,0.879746835,0.762658228,0.870253165,0.436263736,0.981012658,0.328636135,0.855885589,0.980738363,0.768682022,0.759626435,0.328636135,0.252616689
88,2725,,-121.5013802,38.53062586,0.319468357,0.355912066,0.328811853,1.0,1.0,1.0,1.004192276,0.202531646,0.515822785,0.613924051,0.426282051,0.07278481,0.319620253,0.262658228,0.14556962,0.303797468,0.812087912,0.044303797,0.758933065,0.518151815,0.375200642,0.37476495,0.399409332,0.758933065,0.284421512
91,2724,,-121.5106124,38.53051097,0.085433884,0.089467981,0.106159259,1.0,1.0,1.0,0.281061123,0.202531646,0.515822785,0.613924051,0.426282051,0.07278481,0.319620253,0.262658228,0.14556962,0.303797468,0.350549451,0.044303797,0.81680926,0.529152915,0.399026886,0.297715747,0.300551771,0.81680926,0.243176979
93,2615,,-121.5010878,38.51616199,0.086455381,0.097539587,0.111097111,1.0,1.0,1.0,0.295092079,0.617088608,0.626582278,0.648734177,0.445512821,0.408227848,0.449367089,0.306962025,0.886075949,0.705696203,0.90989011,0.183544304,0.466532461,0.858085809,0.324939807,0.533227118,0.542265445,0.466532461,0.24876776
97,2726,,-121.492148,38.53074004,0.158732061,0.171515658,0.227068806,1.0,1.0,1.0,0.557316525,0.876582278,0.167721519,0.363924051,0.423076923,0.689873418,0.28164557,0.844936709,0.930379747,0.901898734,0.434065934,0.316455696,0.46602919,0.708470847,0.708065811,0.618274966,0.616546591,0.46602919,0.288134181
114,2555,,-121.5194006,38.50869967,0.231922097,0.230221707,0.248812567,1.0,1.0,1.0,0.710956371,0.620253165,0.825949367,0.768987342,0.253205128,0.623417722,0.39556962,0.193037975,0.651898734,0.71835443,0.621978022,0.123417722,0.477101158,0.075907591,0.43062801,0.482352322,0.496904764,0.477101158,0.230130851
117,2440,,-121.5098772,38.49435144,0.114998029,0.099945541,0.114810527,1.0,1.0,1.0,0.329754097,0.620253165,0.825949367,0.768987342,0.253205128,0.623417722,0.39556962,0.193037975,0.651898734,0.71835443,0.104395604,0.123417722,0.594363362,0.654565457,0.518007624,0.484840228,0.477106127,0.594363362,0.288171268
118,2324,,-121.5095833,38.4798877,0.154803967,0.170234723,0.310948112,1.0,1.0,1.0,0.635986802,0.620253165,0.825949367,0.768987342,0.253205128,0.623417722,0.39556962,0.193037975,0.651898734,0.71835443,0.104395604,0.123417722,0.594363362,0.654565457,0.0,0.481072708,0.468073976,0.594363362,0.285931992
121,2552,,-121.5470887,38.50834878,0.113977829,0.147137642,0.165333965,1.0,1.0,1.0,0.426449435,0.335443038,0.943037975,0.794303797,,0.306962025,0.408227848,0.025316456,0.243670886,0.234177215,0.212087912,0.120253165,0.870156014,0.276127613,0.513443018,0.32537297,0.332303771,0.870156014,0.283125247
122,2494,,-121.5469381,38.50111693,0.104017551,0.10719329,0.092545148,1.0,1.0,0.5,0.303755989,0.335443038,0.943037975,0.794303797,,0.306962025,0.408227848,0.025316456,0.243670886,0.234177215,0.145054945,0.120253165,0.784096628,0.168316832,0.447933387,0.303814284,0.306527277,0.784096628,0.238219755
125,2553,,-121.5378594,38.50846644,0.183352497,0.181715606,0.252855591,1.0,1.0,1.0,0.617923694,0.189873418,0.620253165,0.835443038,,0.563291139,0.525316456,0.265822785,0.224683544,0.699367089,0.289010989,0.151898734,0.776044288,0.674367437,0.0,0.370239446,0.367252551,0.776044288,0.287322207
127,2496,,-121.5284812,38.50135154,0.307386057,0.299835843,0.331777991,1.0,1.0,1.0,0.938999891,0.189873418,0.620253165,0.835443038,,0.563291139,0.525316456,0.265822785,0.224683544,0.699367089,0.352747253,0.151898734,0.631102164,0.465346535,0.383025682,0.445688792,0.454066345,0.631102164,0.281275161
130,2436,,-121.5467876,38.49388509,0.240068656,0.268071728,0.298941934,1.0,1.0,0.5,0.807082318,0.446202532,0.35443038,0.753164557,,0.079113924,0.370253165,0.142405063,0.088607595,0.161392405,0.269230769,0.063291139,0.881227982,0.075907591,0.649026886,0.335026801,0.351644605,0.881227982,0.295234992
154,2443,,-121.4821941,38.49469382,0.075904098,0.106341993,0.121333303,1.0,1.0,1.0,0.303579394,0.898734177,0.594936709,0.791139241,0.208333333,0.905063291,0.879746835,0.64556962,0.53164557,0.813291139,0.40989011,0.658227848,0.52591847,0.603960396,0.0,0.559649082,0.54038475,0.52591847,0.294329789
156,2385,,-121.4820498,38.48746191,0.094778363,0.099504749,0.21139616,1.0,1.0,1.0,0.405679272,0.898734177,0.594936709,0.791139241,0.208333333,0.905063291,0.879746835,0.64556962,0.53164557,0.813291139,0.949450549,0.658227848,0.345244087,0.724972497,0.870585875,0.701998649,0.705897289,0.345244087,0.242360882
163,2328,,-121.4726796,38.48034271,0.086224812,0.082652521,0.127247214,1.0,1.0,1.0,0.296124547,0.724683544,0.965189873,0.917721519,0.221153846,0.708860759,0.905063291,0.721518987,0.78164557,0.386075949,0.965934066,0.705696203,0.470558631,0.774477448,0.335824639,0.642529154,0.643819711,0.470558631,0.302347639
179,2504,,-121.4546523,38.50226181,0.426819741,0.435892732,0.441822428,1.0,1.0,1.0,1.304534901,0.949367089,0.259493671,0.64556962,0.33974359,0.765822785,0.908227848,0.892405063,0.873417722,0.955696203,0.967032967,0.917721519,0.331655762,0.834983498,0.700140449,0.838919221,0.853231387,0.331655762,0.278232394
183,2621,,-121.4457051,38.51683639,0.342969006,0.368361519,0.3513228,1.0,1.0,1.0,1.062653324,0.867088608,0.844936709,0.632911392,0.064102564,0.870253165,0.829113924,0.971518987,0.594936709,0.882911392,0.337362637,0.965189873,0.101157524,0.732673267,0.795595907,0.778061879,0.768782609,0.3,0.233418564
219,2334,,-121.4173233,38.4810041,0.05378045,0.116321121,0.158126694,1.0,1.0,1.0,0.328228266,0.712025316,0.806962025,0.756329114,0.878205128,0.126582278,0.917721519,0.835443038,0.993670886,0.835443038,0.042857143,0.939873418,0.400100654,0.619361936,0.597562199,0.615035392,0.606366703,0.400100654,0.246076063
225,2453,,-121.3899153,38.49578932,1.178230808,1.180901178,1.526673883,1.0,1.0,1.0,0.0,0.731012658,0.534810127,0.797468354,0.336538462,0.550632911,0.661392405,0.636075949,0.838607595,0.556962025,0.569230769,0.655063291,0.498238551,0.220022002,0.954002809,0.549047397,0.555472139,0.498238551,0.273556579
226,2454,,-121.3806873,38.495895,1.664420438,1.674743233,1.71870228,1.0,1.0,1.0,0.0,0.731012658,0.534810127,0.797468354,0.336538462,0.550632911,0.661392405,0.636075949,0.838607595,0.556962025,0.040659341,0.655063291,0.528434826,0.892189219,0.258727929,0.48920826,0.469967057,0.528434826,0.258514682
236,2947,,-121.3818979,38.56098372,0.140765879,0.158292313,0.227759433,1.0,1.0,1.0,0.526817626,0.607594937,0.449367089,0.424050633,0.176282051,0.984177215,0.044303797,0.452531646,0.329113924,0.313291139,0.336263736,0.664556962,0.530951183,0.108910891,0.507724719,0.440620811,0.425860136,0.530951183,0.233948141
239,2844,,-121.3723944,38.54662453,0.056448325,0.053668794,0.209259822,1.0,1.0,1.0,0.319376941,0.414556962,0.639240506,0.398734177,0.407051282,0.332278481,0.265822785,0.256329114,0.367088608,0.78164557,0.875824176,0.14556962,0.648213387,0.936193619,0.0,0.407010738,0.404129426,0.648213387,0.263829809
240,2843,,-121.3816287,38.54651948,0.296535199,0.310494802,0.535637837,0.25,0.25,0.25,0.455272501,0.414556962,0.639240506,0.398734177,0.407051282,0.332278481,0.265822785,0.256329114,0.367088608,0.78164557,0.875824176,0.14556962,0.648213387,0.936193619,0.0,0.418335368,0.417718982,0.648213387,0.271170586
241,2842,,-121.390863,38.54641373,0.072464535,0.118671998,0.113154338,1.0,1.0,1.0,0.304290871,0.414556962,0.639240506,0.398734177,0.407051282,0.332278481,0.265822785,0.256329114,0.367088608,0.78164557,0.875824176,0.14556962,0.648213387,0.936193619,0.229885634,0.426242585,0.42677478,0.648213387,0.27629615
276,2999,,-121.3820326,38.56821585,0.306183386,0.315397985,0.347219794,1.0,1.0,1.0,0.968801165,0.088607595,0.867088608,0.417721519,0.141025641,0.886075949,0.069620253,0.335443038,0.060126582,0.329113924,0.07032967,0.139240506,0.626069451,0.839383938,0.278591493,0.390542823,0.379476838,0.626069451,0.244506931
278,3000,,-121.3727955,38.56832093,0.333408981,0.340738496,0.351233851,1.0,1.0,1.0,1.025381328,0.088607595,0.867088608,0.417721519,0.141025641,0.886075949,0.069620253,0.335443038,0.060126582,0.329113924,0.07032967,0.139240506,0.626069451,0.839383938,0.0,0.371015969,0.356378034,0.626069451,0.232281764
293,3048,,-121.4098809,38.5751285,0.286896302,0.390674429,0.310522848,1.0,1.0,1.0,0.98809358,0.566455696,0.430379747,0.509493671,0.092948718,0.933544304,0.050632911,0.708860759,0.262658228,0.876582278,0.630769231,0.860759494,0.495722194,0.940594059,0.0,0.607123387,0.574595888,0.495722194,0.300964538
302,3150,,-121.3916764,38.5898065,0.058497229,0.056356315,0.138072333,1.0,1.0,1.0,0.252925877,0.784810127,0.205696203,0.240506329,0.413461538,0.78164557,0.420886076,0.78164557,0.360759494,0.490506329,0.789010989,0.405063291,0.522395571,0.904290429,0.442465891,0.540685936,0.530252927,0.522395571,0.282451938
315,3051,,-121.3821673,38.575448,0.046637328,0.072147298,0.379840398,1.0,1.0,1.0,0.498625023,0.14556962,0.629746835,0.224683544,0.032051282,0.006329114,0.006329114,0.022151899,0.386075949,0.224683544,0.842857143,0.0,0.770005033,0.547854785,0.0,0.309069084,0.317394894,0.770005033,0.23798475
319,3260,,-121.3549815,38.60468997,0.375352169,0.382522464,0.39767065,1.0,1.0,1.0,1.155545283,0.193037975,0.838607595,0.208860759,0.397435897,0.14556962,0.101265823,0.110759494,0.306962025,0.389240506,0.398901099,0.142405063,0.645193759,0.401540154,0.375200642,0.375942708,0.390783928,0.645193759,0.242555889
320,3206,,-121.3548494,38.59745774,0.133567863,0.141911115,0.215755548,0.25,0.25,0.25,0.491234527,0.193037975,0.838607595,0.208860759,0.397435897,0.14556962,0.101265823,0.110759494,0.306962025,0.389240506,0.358241758,0.142405063,0.785606442,0.609460946,0.42190008,0.38094518,0.377332927,0.785606442,0.299272988
321,3205,,-121.3640901,38.59735403,0.131741929,0.142870178,0.243021546,0.25,0.25,0.25,0.517633652,0.193037975,0.838607595,0.208860759,0.397435897,0.14556962,0.101265823,0.110759494,0.306962025,0.389240506,0.358241758,0.142405063,0.785606442,0.609460946,0.515900883,0.359621642,0.361935663,0.785606442,0.282521079
323,3154,,-121.3547174,38.59022553,0.3593099,0.36975247,0.39691035,0.25,0.25,0.25,1.12597272,0.044303797,0.46835443,0.272151899,0.355769231,0.297468354,0.10443038,0.028481013,0.129746835,0.348101266,0.301098901,0.022151899,0.787116256,0.778877888,0.347411717,0.359942638,0.369120282,0.787116256,0.283316701
324,3153,,-121.3639572,38.59012183,0.370474404,0.399495217,0.431823654,0.25,0.25,0.25,1.201793275,0.044303797,0.46835443,0.272151899,0.355769231,0.297468354,0.10443038,0.028481013,0.129746835,0.348101266,0.301098901,0.022151899,0.787116256,0.778877888,0.309640851,0.334135972,0.347569962,0.787116256,0.263003855
332,3528,,-121.3648884,38.64074748,0.235013412,0.287672435,0.244457486,1.0,1.0,1.0,0.767143332,0.063291139,0.936708861,0.370253165,0.182692308,0.037974684,0.003164557,0.060126582,0.784810127,0.46835443,0.205494505,0.170886076,0.772018118,0.711771177,0.30863764,0.371474587,0.379302392,0.772018118,0.286785111
336,3476,,-121.3462648,38.63372203,0.502297321,0.51539308,0.593558406,1.0,1.0,1.0,0.0,0.063291139,0.936708861,0.370253165,0.182692308,0.037974684,0.003164557,0.060126582,0.784810127,0.46835443,0.147252747,0.170886076,0.918470055,0.894389439,0.316061396,0.327733911,0.318876182,0.918470055,0.301013784
346,3422,,-121.3461336,38.62648975,0.618815217,0.636609416,0.509720478,1.0,1.0,1.0,0.0,0.075949367,0.64556962,0.050632911,0.28525641,0.047468354,0.227848101,0.493670886,0.952531646,0.515822785,0.340659341,0.101265823,0.778560644,0.756875688,0.625601926,0.381996893,0.391330623,0.778560644,0.297407747
360,3418,,-121.3831107,38.62607333,0.047102025,0.057790694,0.139495089,1.0,1.0,1.0,0.244387809,0.443037975,0.601265823,0.034810127,0.663461538,0.041139241,0.373417722,0.556962025,0.686708861,0.724683544,0.679120879,0.363924051,0.654252642,0.777777778,0.31350321,0.456424449,0.457794685,0.654252642,0.298616902
368,3308,,-121.4105682,38.61128924,0.045188857,0.044644125,0.2261088,1.0,1.0,1.0,0.315941781,0.82278481,0.686708861,0.411392405,0.653846154,0.243670886,0.522151899,0.987341772,0.712025316,0.936708861,0.41978022,0.174050633,0.471061902,0.700770077,0.0,0.556800016,0.538738423,0.471061902,0.262287275
379,3359,,-121.4384353,38.61819539,0.429437655,0.433777604,0.444253763,1.0,1.0,1.0,1.307469022,0.965189873,0.550632911,0.313291139,0.66025641,0.620253165,0.857594937,0.857594937,0.740506329,0.851265823,0.89010989,0.943037975,0.126321087,0.856985699,0.6035313,0.841099818,0.845284339,0.3,0.252329945
394,3412,,-121.4385756,38.62542755,0.307722664,0.338993441,0.415274956,1.0,1.0,1.0,1.06199106,0.901898734,0.705696203,0.60443038,0.650641026,0.737341772,0.674050633,0.882911392,0.803797468,0.974683544,0.886813187,0.889240506,0.127830901,0.295929593,0.812399679,0.799100774,0.804757914,0.3,0.239730232
412,3357,,-121.4569216,38.61797451,0.055376509,0.065973832,0.093272337,1.0,1.0,1.0,0.214622678,0.984177215,0.768987342,0.446202532,0.753205128,0.901898734,0.901898734,0.96835443,0.977848101,0.977848101,0.996703297,0.977848101,0.334172119,0.496149615,0.79399077,0.782842566,0.780021799,0.334172119,0.261604159
449,3405,,-121.5032834,38.62464206,0.212400823,0.213885953,0.236952524,1.0,1.0,1.0,0.663239299,0.89556962,0.268987342,0.458860759,0.211538462,0.610759494,0.164556962,0.575949367,0.759493671,0.753164557,0.230769231,0.294303797,0.532964268,0.496149615,0.764145265,0.549160746,0.547384692,0.532964268,0.292683055
450,3407,,-121.4847956,38.62487001,0.193245552,0.207430832,0.243736692,1.0,1.0,1.0,0.644413076,0.908227848,0.17721519,0.588607595,0.227564103,0.832278481,0.699367089,0.35443038,0.443037975,0.636075949,0.902197802,0.708860759,0.485656769,0.061606161,0.449488363,0.570743042,0.577017354,0.485656769,0.277185222
525,3741,,-121.5319111,38.6676874,0.581813758,0.65604522,0.558772792,0.75,0.75,0.75,0.0,0.158227848,0.984177215,0.886075949,0.625,0.075949367,0.512658228,0.066455696,0.234177215,0.417721519,0.242857143,0.534810127,0.911424258,0.376237624,0.0,0.290082543,0.27505546,0.911424258,0.264388266
526,3860,,-121.5229591,38.68226822,0.217116399,0.421712853,0.362776884,0.75,0.75,0.75,1.001606135,0.158227848,0.984177215,0.886075949,0.625,0.075949367,0.512658228,0.066455696,0.234177215,0.417721519,0.028571429,0.534810127,0.63361852,0.051705171,0.386837881,0.410842159,0.412520245,0.63361852,0.260317201
527,3861,,-121.513708,38.68238405,0.075662165,0.140183639,0.369314579,0.25,0.75,0.75,0.585160383,0.158227848,0.984177215,0.886075949,0.625,0.075949367,0.512658228,0.066455696,0.234177215,0.417721519,0.041758242,0.534810127,0.736789129,0.200220022,0.437750803,0.375882408,0.372387758,0.736789129,0.276946072
552,3680,,-121.5502582,38.66022015,0.234799245,0.914164154,1.462513292,0.75,0.75,0.75,0.117399623,0.401898734,0.316455696,0.731012658,0.711538462,0.069620253,0.509493671,0.053797468,0.047468354,0.341772152,0.2,0.518987342,0.858077504,0.335533553,0.380066212,0.295080379,0.286763301,0.858077504,0.253201835
567,4147,,-121.4681687,38.71911397,0.421673993,0.431527645,0.650317126,1.0,1.0,1.0,0.639901229,0.123417722,0.405063291,0.696202532,0.173076923,0.265822785,0.433544304,0.420886076,0.411392405,0.088607595,0.858241758,0.32278481,0.726220433,0.370737074,0.255969101,0.368088509,0.389106008,0.726220433,0.267313396
570,4094,,-121.4680254,38.71188167,0.327426855,0.33383021,0.345891776,1.0,1.0,1.0,1.007148842,0.123417722,0.405063291,0.696202532,0.173076923,0.265822785,0.433544304,0.420886076,0.411392405,0.088607595,0.858241758,0.32278481,0.726220433,0.370737074,0.262941413,0.396796918,0.42436099,0.726220433,0.28816203
608,3817,,-121.3748049,38.6768045,0.186918705,0.19441205,0.222008221,1.0,1.0,1.0,0.603338975,0.636075949,0.5,0.341772152,0.58974359,0.651898734,0.626582278,0.683544304,0.579113924,0.522151899,0.437362637,0.863924051,0.41016608,0.804180418,0.899177368,0.647357971,0.642631677,0.41016608,0.265524281
627,3820,,-121.347053,38.67711597,0.240038545,0.25188525,0.306720018,1.0,1.0,1.0,0.798643814,0.702531646,0.253164557,0.183544304,0.96474359,0.569620253,0.120253165,0.503164557,0.553797468,0.373417722,0.663736264,0.306962025,0.723200805,0.481848185,0.0,0.41549787,0.41822478,0.723200805,0.300488394
630,3819,,-121.3563037,38.67701285,0.23488397,0.248495495,0.304641688,1.0,1.0,1.0,0.788021153,0.78164557,0.471518987,0.357594937,0.730769231,0.360759494,0.585443038,0.541139241,0.699367089,0.569620253,0.3,0.784810127,0.480624056,0.258525853,0.786567014,0.59544174,0.598403454,0.480624056,0.286183625
653,3995,,-121.3474475,38.69881311,0.452370585,0.475383322,0.665810948,1.0,1.0,1.0,0.695815431,0.17721519,0.291139241,0.405063291,0.862179487,0.268987342,0.689873418,0.398734177,0.664556962,0.10443038,0.705494505,0.724683544,0.561147458,0.100110011,0.601223917,0.483962233,0.506835949,0.561147458,0.271574177
658,4156,,-121.3848662,38.72009342,0.439445017,0.522676388,0.598164384,1.0,1.0,1.0,0.219722508,0.199367089,0.208860759,0.617088608,0.16025641,0.693037975,0.658227848,0.993670886,0.231012658,0.066455696,0.483516484,0.28164557,0.652742828,0.569856986,0.383025682,0.417367757,0.415766245,0.652742828,0.27243381
665,3761,,-121.3469216,38.66988361,0.46053857,0.416173908,0.473929495,1.0,1.0,1.0,1.350641973,0.667721519,0.810126582,0.490506329,0.894230769,0.838607595,0.569620253,0.705696203,0.924050633,0.756329114,0.797802198,0.617088608,0.392048314,0.356435644,0.6035313,0.720647353,0.739124683,0.392048314,0.28252858
666,3821,,-121.3378024,38.67721838,0.569728159,0.556308572,0.563320369,1.0,1.0,1.0,0.0,0.667721519,0.810126582,0.490506329,0.894230769,0.838607595,0.569620253,0.705696203,0.924050633,0.756329114,0.797802198,0.617088608,0.392048314,0.356435644,0.459520465,0.602615584,0.595366705,0.392048314,0.236254424
669,3701,,-121.356039,38.66254817,0.489555603,0.507404021,0.481985083,1.0,1.0,1.0,0.728655514,0.667721519,0.810126582,0.490506329,0.894230769,0.838607595,0.569620253,0.705696203,0.924050633,0.756329114,0.83956044,0.617088608,0.33870156,0.905390539,0.335824639,0.684715568,0.684719469,0.33870156,0.231914231
670,3702,,-121.3467902,38.66265127,0.102241962,0.170207227,0.176933408,1.0,1.0,1.0,0.449382597,0.667721519,0.810126582,0.490506329,0.894230769,0.838607595,0.569620253,0.705696203,0.924050633,0.756329114,0.83956044,0.617088608,0.33870156,0.905390539,0.713633628,0.688636082,0.690818603,0.33870156,0.233242115
672,3644,,-121.3466588,38.65541894,0.221257982,0.224635382,0.222927222,1.0,1.0,1.0,0.668820585,0.21835443,0.496835443,0.493670886,0.647435897,0.639240506,0.452531646,0.702531646,0.813291139,0.629746835,0.13956044,0.424050633,0.463512833,0.781078108,0.988412921,0.593992223,0.59827187,0.463512833,0.275323018
685,3589,,-121.3280333,38.64839066,0.027777417,0.102220128,0.117962948,1.0,1.0,1.0,0.247960492,0.436708861,0.943037975,0.0,0.701923077,0.10443038,0.386075949,0.439873418,0.034810127,0.768987342,0.598901099,0.452531646,0.684952189,0.876787679,0.0,0.403772483,0.382921884,0.684952189,0.276564846
688,3477,,-121.3370196,38.63382438,0.499855712,0.494983867,0.504462693,1.0,1.0,1.0,0.746129684,0.151898734,0.705696203,0.056962025,0.830128205,0.376582278,0.158227848,0.522151899,0.689873418,0.712025316,0.632967033,0.528481013,0.488676397,0.96039604,0.286617175,0.506556321,0.505814264,0.488676397,0.247542117
695,3316,,-121.3366285,38.61212755,0.153421876,0.160588239,0.251135546,1.0,1.0,1.0,0.56514566,0.325949367,0.889240506,0.123417722,0.371794872,0.756329114,0.363924051,0.787974684,0.629746835,0.588607595,0.505494505,0.57278481,0.490689482,0.708470847,0.579905698,0.579094761,0.572355611,0.490689482,0.284155708
703,3479,,-121.318529,38.63402697,0.149799719,0.159629893,0.154670006,0.25,0.25,0.25,0.464099618,0.060126582,0.851265823,0.142405063,0.987179487,0.455696203,0.142405063,0.471518987,0.458860759,0.787974684,0.12967033,0.430379747,0.624056366,0.602860286,0.413573435,0.42393058,0.410022634,0.624056366,0.264556577
705,3481,,-121.3000384,38.63422673,0.140467718,0.167622107,0.234218864,1.0,1.0,1.0,0.54230869,0.060126582,0.851265823,0.142405063,0.987179487,0.455696203,0.142405063,0.471518987,0.458860759,0.787974684,0.658241758,0.430379747,0.56165073,0.122112211,0.369733146,0.431395161,0.43180044,0.56165073,0.242293407
719,3591,,-121.3095391,38.64859188,0.09130791,0.098030319,0.206311298,0.25,0.25,0.25,0.395649527,0.069620253,0.648734177,0.300632911,0.977564103,0.189873418,0.167721519,0.25,0.569620253,0.746835443,0.217582418,0.313291139,0.843482637,0.397139714,0.293689807,0.341103847,0.339734554,0.843482637,0.287715173
725,3658,,-121.2171852,38.65678809,0.511666934,0.556519147,0.47092418,1.0,1.0,0.25,0.23546209,0.120253165,0.702531646,0.579113924,0.564102564,0.151898734,0.041139241,0.164556962,0.702531646,0.446202532,0.140659341,0.050632911,0.894816306,0.509350935,0.45309992,0.297524404,0.302405592,0.894816306,0.266229688
729,3657,,-121.2264335,38.65669488,0.135371244,0.22152518,0.230834712,0.25,0.25,0.25,0.587731136,0.227848101,0.873417722,0.547468354,0.548076923,0.303797468,0.012658228,0.167721519,0.158227848,0.563291139,0.186813187,0.053797468,0.715651736,0.746974697,0.407353531,0.330357477,0.3251403,0.715651736,0.236420902
730,3714,,-121.2358023,38.66383341,0.019654158,0.169646648,0.361160499,1.0,1.0,1.0,0.550461305,0.227848101,0.873417722,0.547468354,0.548076923,0.303797468,0.012658228,0.167721519,0.158227848,0.563291139,0.701098901,0.053797468,0.75691998,0.301430143,0.359249599,0.332500883,0.338632146,0.75691998,0.251676562
