GEOID,prc_CarAccess_Final
6067007010,0.963367960634
6067007011,0.937238493724
6067007012,0.889367816092
6067007013,0.922709923664
6067007014,0.858805275407
6067007015,0.96906693712
6067007016,0.98730525101
6067007017,0.963735267452
6067007018,0.919806763285
6067007019,0.861904761905
6067007020,0.984491671453
6067007101,1.0
6067007102,0.943020903574
6067007103,0.986194477791
6067007104,1.0
6067007105,0.980088495575
6067007106,0.97620096959
6067007107,0.963826366559
6067007202,0.98133748056
6067007204,0.981981981982
6067007206,0.97421875
6067007207,0.953125
6067007208,0.96524822695
6067007209,0.977364591754
6067007301,0.898224852071
6067007402,0.970345162859
6067007403,0.924117205109
6067007406,0.913773368943
6067007413,0.907641819034
6067007414,0.957020057307
6067007415,0.944588744589
6067007416,0.957709824333
6067007417,0.937229437229
6067007421,0.987732342007
6067007422,0.910501193317
6067007423,0.825136612022
6067007424,0.902777777778
6067007426,0.917443408788
6067007427,0.936054421769
6067007428,0.988461538462
6067007429,0.891179839633
6067007430,0.970649028524
6067007431,1.0
6067007432,0.978043912176
6067007433,0.946975354742
6067007501,0.872042068361
6067007503,0.91256281407
6067007504,0.920485175202
6067007601,0.882667617689
6067007602,0.910019455253
6067007701,0.923471400394
6067007702,0.860664523044
6067007801,0.882233088835
6067007802,0.90367428004
6067007903,0.899626268019
6067007904,0.968296614723
6067007905,0.905472636816
6067007906,0.917654398004
6067008005,0.946868008949
6067008006,0.955564959797
6067008007,0.905619596542
6067008008,0.966614501826
6067008009,0.951724137931
6067008010,0.979156075241
6067008111,0.969791203909
6067008113,0.981805458362
6067008117,0.93989769821
6067008119,0.958831977022
6067008120,0.947894736842
6067008122,0.961945031712
6067008124,0.994949494949
6067008125,0.950746268657
6067008127,0.98323699422
6067008128,0.948775055679
6067008129,0.940298507463
6067008130,0.980910425844
6067008131,0.917321016166
6067008132,0.943526170799
6067008133,0.904166666667
6067008134,0.961377870564
6067008135,0.899480887211
6067008136,0.948742746615
6067008137,0.882229232387
6067008138,0.961086637298
6067008139,0.853658536585
6067008140,0.950281425891
6067008141,0.91706539075
6067008142,0.957081545064
6067008143,0.971761817066
6067008144,0.986639260021
6067008145,0.989753320683
6067008203,0.938522278624
6067008204,0.918625678119
6067008206,0.995067264574
6067008207,0.935057471264
6067008208,0.918801089918
6067008209,0.961642355484
6067008210,0.967704280156
6067008211,0.977941176471
6067008402,0.907443682664
6067008403,0.919964028777
6067008404,0.926169590643
6067008501,0.98687664042
6067008504,0.984154929577
6067008505,1.0
6067008506,0.889774236388
6067008507,1.0
6067008508,0.969673099646
6067008509,0.991245791246
6067008510,0.994949494949
6067008512,0.987086359968
6067008513,1.0
6067008600,0.975170924793
6067008702,0.985472154964
6067008703,0.942262186465
6067008704,0.986287952987
6067008705,0.994496422675
6067008801,0.907111756168
6067008905,0.951306413302
6067008907,0.93117831074
6067008908,0.889454915945
6067008909,0.914893617021
6067008910,0.948598130841
6067008911,0.863920099875
6067008912,0.974358974359
6067008913,0.925598991173
6067009004,0.984042553191
6067009005,0.899422918384
6067009006,0.913329676358
6067009007,0.911009174312
6067009008,0.954966070327
6067009010,0.929824561404
6067009011,0.96746031746
6067009103,0.957535387177
6067009105,0.93041749503
6067009106,0.962682531098
6067009107,0.933228593873
6067009108,0.959970887918
6067009109,0.945317044793
6067009110,0.825037707391
6067009111,0.974752028855
6067009112,0.951388888889
6067009201,0.9275
6067009307,0.985722444318
6067009308,0.895114942529
6067009309,0.985523385301
6067009310,0.941369413694
6067009311,0.99593702387
6067009312,0.990922844175
6067009314,0.991354466859
6067009316,0.956198347107
6067009317,0.97271176805
6067009318,0.978354978355
6067009319,0.95873015873
6067009320,0.905585106383
6067009321,0.984449760766
6067009322,0.970102281668
6067009323,0.994584837545
6067009324,0.98488372093
6067009325,0.981191222571
6067009326,0.985380116959
6067009328,0.989193083573
6067009329,0.966463414634
6067009330,1.0
6067009331,0.995573044761
6067009332,1.0
6067009403,0.98956780924
6067009404,1.0
6067009406,0.992356687898
6067009407,0.981438515081
6067009408,1.0
6067009501,0.962435233161
6067009502,0.974392361111
6067009503,0.886910062333
6067009504,0.939117199391
6067009601,0.965876229034
6067009606,0.873913043478
6067009608,0.958787304595
6067009609,0.949793672627
6067009610,0.925043579314
6067009611,0.918918918919
6067009612,0.964922711058
6067009614,0.987588652482
6067009615,0.94480994152
6067009616,0.947339847991
6067009617,0.957575757576
6067009618,0.994152046784
6067009619,0.970863309353
6067009622,0.968436687709
6067009630,0.99057591623
6067009632,0.973382045929
6067009633,0.978743961353
6067009634,0.804572271386
6067009635,0.991898148148
6067009636,0.977000919963
6067009637,0.995586380832
6067009638,0.936569222284
6067009639,0.946017699115
6067009800,0.959339263024
6067009900,0.996243425995
6067988300,0.959430145035
